 1 achlorhydria	acloridria	     
 1 acholia	acolia	     
 1 achondroplasia	acondroplasia	     
 1 acid	ácido	     
 1 acidified	acidificado	     
 1 acidify	acidificar	     
 1 acidifying	acidificante	     
 1 acidity	acidez	     
 1 acidoketosis	acidocetose	     
 1 acidophilus	acidófilo	     
 1 acidosis	acidose	     
 1 acid resistance	acidorresistência	     
 1 acid resistant	acidorresistente	     
 1 aciduria	acidúria	     
 1 acinesia, akinesia	acinesia	     
 1 aciniform	aciniforme	     
 1 acinous	acinoso	     
 1 acloridria	anacloridria	     
 1 acne	acne	     
 1 acneiform	acneiforme	     
 1 acoustic	acústico	     
 2 acquired	adquirido	     
 1 acro-	acro-	     
 1 acroasphyxia	acroasfixia	     
 1 acrocyanosis	acrocianose	     
 1 acrogeria	acrogeria	     
 1 acrokeratosis paraneoplastica	acroqueratose paraneoplásica	     
 1 acromia	acromia	     
 1 acromial	acromial	     
 1 acromio	acrômio	     
 1 acromioclavicular	acromioclavicular	     
 1 acropathy	acropatia	     
 1 acrylic acid	ácido acrílico	     
 1 actinic	actínico	     
 1 actinic keratosis	queratose actínica	     
 1 actinitis	actinite	     
 1 Actinomyces israelii	Actinomyces israelii	     
 1 actinotherapy	actinoterapia	     
 1 Activities of Daily Living (ADLs)	Atividades de Vida Diária (AVDs)	     
 1 acuity	acuidade	     
 1 acumetry	acumetria	     
 1 acupuncture	acupunctura	     
 1 acute	agudo	     
 1 acute and chronic manifestations	manifestações a aguda e a crônica	     
 1 acute coronary syndrome	síndrome coronariana aguda	     
 1 Acute Coronary Syndrome	Síndrome Coronário Agudo	     
 1 Acute Myocardial Infarction	Enfarte Agudo do Miocárdio	     
 1 acute rheumatic arthritis	reumatismo articular agudo	     
 1 acycloguanosine	acicloguanosina	     
 1 Acyclovir	Aciclovir	     
 1 adamantine	adamantino	     
 1 Adams-Stokes syndrome	síndrome de Adams-Stokes	     
 1 Addisonian	adissoniano	     
 1 adduction	adução	     
 1 adductor	adutor	     
 1 adenectomy	adenectomia	     
 1 adenine	adenina	     
 1 adenitis	adenite	     
 1 adenoamigdalectomy	adenoamigdalectomia	     
 1 adenocarcinoma	adenocancro	     
 1 adenocarcinoma	adenocarcinoma	     
 1 adenofibroma	adenofibroma	     
 1 adenogram	adenograma	     
 1 adenohypophysis	adeno-hipófise	     
 1 adenoidectomy	adenoidectomia	     
 1 adenoid gland	adenóide	     
 1 adenoiditis	adenoidite	     
 1 adenoids	adenoides	     
 1 adenoma	adenoma	     
 1 adenomatosis	adenomatose	     
 1 adenomatous	adenomatoso	     
 1 adenomectomy	adenomectomia	     
 1 adenomyoma	adenomioma	     
 1 adenomyosis	adenomiose	     
 1 adenosarcoma	adenossarcoma	     
 1 adenosine	adenoprivo	     
 1 adenosine	adenosina	     
 1 adenosine triphosphate (ATP)	adenosino-trifosfato	     
 1 adenotonsilectomy	adenotonsilectomia	     
 1 adenovirus	adenovírus	     
 2 adherence	aderência	     
 1 adhesion	adesão, aderencia	     
 1 adhesive	adesivo	     
 1 adiadochokinesia	adiadococinesia	     
 1 adipocycellular	adipocelular	     
 1 adipomastia	adipomastia	     
 1 adipose	adiposo	     
 1 adipose tissue	tecido adiposo	     
 1 adiposity	adiposidade	     
 1 adiuretin	adiuretina	     
 1 adjacent	adjacente	     
 2 adjuvant	adjuvante	     
 1 ADL	Activities of Daily Living (atividades diárias)	     
 1 admission date	data do internamento / da internação	     
 1 admission date	data do internamento	     
 1 adolescence	adolescência	     
 1 adren-	adren-	     
 1 adrenaline	adrenalina	     
 1 adrenergic	adrenérgico	     
 1 adrenocorticotropic	adrenocorticotrópico	     
 1 adrenocorticotropic hormone (ACTH)	ACTH	     
 1 adrenolytic	adrenolítico	     
 1 adrenoprival	adrenoprivo	     
 1 adsorbent	adsorvente	     
 1 adsorption	adsorção	     
 1 adult and low volume	adulto e baixo volume (de espaço morto)	     
 1 adult diapers	fraldas para adultos, fraldões	     
 1 adult diapers	fraldas para adultos	     
 1 Adult Repiratory Distress Syndorme (ARDS)	Síndrome de angústia respiratória do adulto (SARA)	     
 1 Adult Repiratory Distress Syndorme	Síndrome de angústia respiratória do adulto	     
 1 Adult Spinal Muscular Atrophy (SMA)	Atrofia Muscular Espinhal em Adultos	     
 1 Advanced Cardiac Life Support (ACLS)	Suporte Avançado de Vida em Cardiologia	     
 1 adventitia	adventícia	     
 1 adverse effect	efeitos adversos	     
 1 adynamia	adinamia	     
 1 Aerochamber	espaçador	     
 1 Aerosol	aerosol	     
 1 afebrile	afebril	     
 1 Affect	afetar	     
 1 affection	afecção	     
 1 affection	afeto	     
 1 affective	afetivo	     
 1 affective delay	atraso afetivo	     
 1 affectivity	afetividade	     
 1 afferent	aferente	     
 1 afforestation	arborização	     
 1 AFO	Ankle Foot Orthoses (Ortose	     
 1 (African Horse) Plague	peste	     
 1 agammaglobulinemia	agamaglobulinemia	     
 1 agammaglobulinemia	agammaglobulinemia	     
 1 agar-agar	ágar-ágar	     
 1 ageing	envelhecimento	     
 1 agenesis	agenesia	     
 1 ageusia	ageusia	     
 1 agglutinate	aglutinar	     
 1 agglutination	aglutinação	     
 1 agglutinin	aglutinina	     
 1 agglutinogen	aglutinogêneo	     
 1 aggravation	agravamento	     
 1 aggregate	agregado	     
 1 Aggressive	agressivo, ambicioso	     
 1 aggressiveness	agressividade	     
 1 agitation	agitação	     
 1 agnosia	agnosia	     
 1 agonist	agonista	     
 1 agony	agonia	     
 1 agoraphobia	agorafobia	     
 1 agranulocytosis	agranulocitose	     
 1 agraphia	agrafia	     
 1 agretope	agrétopo	     
 1 Aided	com auxílio de	     
 1 Airbone Jr.	Airbone Jr (remédio para gripes, resfriados e tosses)	     
 2 airway obstruction	obstrução das vias aéreas	     
 1 airway obstruction	obstrução das vias aéreas respiratórias	     
 1 airways	via aéreas	     
 1 airways	vias aéreas	     
 1 airways	vias aéreas, vias respiratórias	     
 1 akaryocyte	acariota	     
 1 akaryote	acariota	     
 1 akinesia	aquinesia	     
 1 alalia	alalia	     
 2 alanine aminotransferase	alanina aminotransferase	     
 1 Albee's bone graft	albee	     
 1 albinism	albinismo	     
 1 albino	albino	     
 1 Albright	Albright	     
 1 albuginea	albugínea	     
 1 albugo	albugo	     
 2 albumin	albumina	     
 1 albumin	albumina (tipo de proteina simples)	     
 1 albuminemia	albuminemia	     
 1 albuminorraquiaquia	albuminorraquia	     
 1 albuminous	albuminoso	     
 1 albuminuria	albuminúria	     
 1 albumose	albumose	     
 1 albumosuria	albumosúria	     
 1 albuterol	albuterol	     
 1 alcaptonuria	alcaptonúria	     
 1 alcohol	álcool	     
 1 alcoholate	alcoolato	     
 1 alcoholic acidosis	acidose alcoólica	     
 1 alcoholic	alcoólico, alcoolizado	     
 1 alcoholism	alcoolismo	     
 1 alcootest	alcootest	     
 1 aldolase	aldolase	     
 1 aldolasemia	aldolasemia	     
 1 aldosterone	aldosterona	     
 1 ALDR (similar to ALD)	ligado à adrenoleucodistrofia	     
 1 Alergie	Alergia	     
 1 alesthesia	aloestesia	     
 1 aleucemic	aleucêmico	     
 1 alexia-agraphia	alexia-agrafia	     
 1 alexia	alexia	     
 1 alexithymia	alexitimia	     
 1 algia	algia	     
 1 algid	álgido	     
 1 algodystrophy	algodistrofia	     
 1 algogenic	algogênico	     
 1 algoparalisia	algoparalisia	     
 1 alienated	alienado	     
 1 alienist	alienista	     
 1 alimentary bolus	bolo alimentar	     
 1 alkali	álcali	     
 1 alkaline	alcalino	     
 1 alkalinity	alcalinidade	     
 1 alkaloid	alcalóide	     
 1 alkalosis	alcalose	     
 1 allantoidea	alantoideia	     
 1 allele	alelo	     
 1 allergen	alérgeno	     
 3 allergic	alérgico	     
 1 allergic reaction	sensibilização alérgica	     
 1 Allergic Reactions	Reacções Alérgicas	     
 1 Allergic Rhinitis and its Impact on Asthma (ARIA)	Rinite Alérgica e seu Impacto na Asma (ARIA)	     
 2 allergies	alergias	     
 1 allergist	alegista	     
 1 allergist	alergologista	     
 2 Allergology	Alergologia	     
 1 allergy	alergia	     
 1 allergy	alergologia	     
 1 Allergy and Clinical Immunology Centre	Centro de Alergologia e Imunologia Clínica	     
 1 Allescheria boydii	Allescheria boydii	     
 1 allodynia	alodinia	     
 1 allograft	alotransplante	     
 1 allograft/graft	aloenxerto/enxerto	     
 1 alloimmunization	aloimunização	     
 1 allopathy	alopatia	     
 1 allotype	alotipia	     
 1 alokinesia	alocinesia	     
 1 alopecia	alopecia	     
 1 alotropic	alotrópico	     
 1 alotype	alótipo	     
 1 alpha	alfa	     
 1 alpha-globulins	alfa-globulinas	     
 1 alpha-LP	alfa-LP	     
 1 ALS Lou Gehrig's disease or amyotrophic lateral sclerosis	Esclerose Lateral Amiotrófica (ELA)	     
 1 alternative medicine	medicina alternativa	     
 1 altitude anoxia	anoxia da altitude	     
 1 aluminum	alumínio	     
 1 alveolar	alveolar	     
 1 alveoli	alvéolo	     
 1 alveolitis	alveolite	     
 1 alveolocapillary block	bloqueio alveolocapilar	     
 1 alveolodentary	alveolodentário	     
 1 alveolysis	alveólise	     
 2 Alzheimers disease	doença de Alzhiemer	     
 1 amalgam	amálgama	     
 1 amantadine	amantadina	     
 1 amaurosis	amaurose	     
 1 ambidextrous	ambidextro	     
 1 ambivalence	ambivalência	     
 1 amblyopia	ambliopia	     
 1 Ambubag	reanimador infantil	     
 1 ambulance	ambulância	     
 1 ambulating	ambulante	     
 1 ambulatory	ambulatório	     
 1 Ambulatory Attendance	atendimento ambulatorial	     
 1 amebiasis	amebíase	     
 1 amelia	amelia	     
 1 Ameliorate	melhorar, atenuar, aperfeiçoar	     
 1 ameloblast	ameloblasto	     
 1 ameloblastoma	ameloblastoma	     
 1 amenorrhea	amenorreia	     
 1 American Academy of Allergy, Asthma and Immunology (AAAAI)	Academia Americana de Alergia, Asma e Imunologia	     
 1 ametropia	ametropia	     
 1 amicrobial	amicrobiano	     
 1 amine	amina	     
 1 aminoacetic acid	ácido aminoacético	     
 1 amino acid	aminoácido	     
 1 aminoacidemia	aminoacidemia	     
 1 amino acids supplements	suplementos de aminoácidos	     
 1 aminoaciduria	aminoacidúria	     
 1 aminoglycosides	aminoglicosídeos	     
 1 amiotonia	amiotonia	     
 1 amitose	amitose	     
 1 ammonia	amoníaco	     
 1 ammonia	amônia	     
 1 ammoniacal	amoniacal	     
 1 ammoniemia	amoniemia	     
 3 amnesia	amnésia	     
 1 amnesic	amnésico	     
 1 amniocentesis	amniocentese	     
 1 Amniocentesis	amniocentese	     
 1 amniocentesis	amniocentese	     
 2 amnion	àmnio	     
 1 amnioscopy	amnioscopia	     
 1 amniotic	amniótico	     
 1 Amniotic Fluid	líquido aminiótico	     
 1 amniotic sac	bolsa amniótica	     
 1 amniotic sac	bolsa das águas, bolsa amniótica	     
 1 amoeba	ameba	     
 1 amoebic	amebiano	     
 1 amoeboid	amebóide	     
 1 amorphous	amorfo	     
 1 amperage	amperagem	     
 1 ampere	ampere	     
 1 amphetamine	anfetamina	     
 1 amphiarthrosis	anfiartrose	     
 1 amphibian	anfíbio	     
 1 amphoric	anfórico	     
 1 ampicillin	ampicilina	     
 1 ampoule	ampola	     
 1 ampular	ampular	     
 1 amputation	amputação	     
 1 amputation in contiguity	amputação na contiguidade	     
 1 amygdala	amígdala	     
 1 amylase	amílase	     
 1 amylasemia	amilasemia	     
 1 amylasuria	amilasúria	     
 1 amyloid	amilóide	     
 1 amyloidosis	amiloidose	     
 1 amyotrophy	amiotrofia	     
 1 anabolic	anabólico	     
 1 anabolic	anabolizante	     
 1 anabolism	anabolismo	     
 1 anaclisis	anaclise	     
 1 anacrotic	anacrótico	     
 1 anacusia	anacusia	     
 1 anaerobic	anaeróbio	     
 1 Anaesthesia	anestesia	     
 1 anal	anal	     
 1 analeptic	analéptico	     
 1 analgesia	analgesia	     
 1 analgesic, painkiller	analgésico	     
 1 anal grove (anal cleft)	o sulco anal (a fissura anal)	     
 1 anal grove (anal cleft)	o sulco anal (a fissura anal	     
 1 analogy	analogia	     
 1 analysis	análise	     
 1 analyst	analista	     
 1 analytes	substâncias a analisar/analitos	     
 1 analytical	analítico	     
 1 analytical variation(s) in the indicator(s) of renal/kidney function	alteração analítica da função renal	     
 1 anamnesis	anamnese	     
 1 anaphase	anafase	     
 1 anaphylactic	anafilático	     
 1 anaphylactogenic	anafilatizante	     
 1 anaphylaxis	anafilaxia	     
 1 anaplasia	anaplasia	     
 1 anasarca	anasarca	     
 1 anastomosis	anastomose	     
 1 anatomical	anatômico	     
 1 anatomopathologist	anatomopatologista	     
 1 anatomopathology	anatomopatologia	     
 2 anatomy	anatomia	     
 1 anatoxin	anatoxina	     
 1 Ancillary Service of Diagnosis and Therapy	S.A.D.T. - Servico Auxiliar de Diagnostico e Terapia	     
 1 anconeous	ancôneo	     
 1 androgen	androgênio	     
 1 androgynous	andrógino	     
 1 androgyny	androginia	     
 1 android	andróide	     
 1 andropause	andropausa	     
 1 androsterone	androsterona	     
 1 anechogenic	anecogênico	     
 1 anemia	anemia	     
 1 anemia of miners	anemia dos mineiros	     
 1 anemic	anêmico	     
 1 anencephaly	anencefalia	     
 1 anergy	anergia	     
 1 anesthesia-resuscitation	anestesia-reanimação	     
 1 anesthesia-surgical resuscitation	anestesia-reanimação cirúrgica	     
 1 anesthesiologist	anestesiologista	     
 2 anesthesiology	anestesiologia	     
 1 anesthesiology-surgical resuscitation	anestesiologia-reanimação cirúrgica	     
 2 anesthetic	anestésico	     
 1 anesthetist	anestesista	     
 1 aneurin	aneurina	     
 1 aneurismorrhaphy	aneurismorrafia	     
 1 aneurysmal	aneurismal	     
 1 aneurysm	aneurisma	     
 1 aneurysmplasty	aneurismoplastia	     
 1 anfractuosity	anfractuosidade	     
 1 angeite	angeíte	     
 1 angiectasia	angiectasia	     
 1 angina	angina	     
 1 anginous	anginoso	     
 1 angiocardiography	angiocardiografia	     
 1 angiocardiopathy	angiocardiopatia	     
 1 angiocolecistite	angiocolecistite	     
 1 angiocolegraphy	angiocolegrafia	     
 1 angiocolitis	angiocolite	     
 1 angiodysplasia	angiodisplasia	     
 1 angiogram	angiocardiograma	     
 1 angiography	angiografia	     
 1 angiokeratoma	angioqueratoma	     
 1 angiology	angiologia	     
 1 angioma	angioma	     
 1 angiomatosis	angiomatose	     
 1 angiomatous	angiomatoso	     
 1 angiomyoma	angiomioma	     
 1 angionecrosis	angionecrose	     
 1 angiopathy	angiopatia	     
 1 angioplasty	angioplastia	     
 1 angioplasy	angioplastia	     
 1 angiospasm	angiospasmo	     
 1 angiospastic	angiospástico	     
 1 angiostenose	angiostenose	     
 1 angiostronguilose	angiostronguilose	     
 1 angiostrongylus cantonensis	angiostrongylus cantonensis	     
 1 angiotensin	angiotensina	     
 1 angiotensin converting enzyme (ACE)	ACE	     
 1 angiotonin	angiotonina	     
 1 angor	angor	     
 1 angor pectoris	angor pectoris	     
 1 angstrom	angström	     
 1 anguillulose	anguilulose	     
 1 anguish	angústia	     
 1 anhidrosis	anidrose	     
 1 anhydride	anidrido	     
 1 anhydrotic	anidrótico	     
 1 anhydrous	anidro	     
 1 anicteric	anictérico	     
 1 aniline	anilina	     
 1 anilism	anilismo	     
 1 animal model	modelo animal	     
 1 anion	anião	     
 1 anisachiasis	anisaquíase	     
 1 anisakis marina	anisakis marina	     
 1 anise	anisto	     
 1 anism	anismo	     
 1 anisochromia	anisocromia	     
 1 anisocoria	anisocoria	     
 1 anisocytosis	anisocitose	     
 1 anisophigmia	anisosfigmia	     
 1 anite	anite	     
 1 Ankle Problem	Problemas do Tornozelo	     
 1 ankle	tornozelo	     
 1 ankylosis	ancilose	     
 1 ankylosis	anquilose	     
 1 annexectomy	anexectomia	     
 1 annulocyte	anulócito	     
 1 anodic	anódico	     
 1 anomaly	anomalia	     
 1 anopheles	anófele	     
 1 anopsia	anopsia	     
 1 anorchidism	anorquídia	     
 1 anorectal	anorrectal	     
 3 anorexia	anorexia	     
 1 anorexia nervosa	anorexia nervosa	     
 1 anorexic	anoréxico (PT-Br), anoréctico (PT-Pt)	     
 1 anorexigenic	anorexigênio	     
 1 anosmia	anosmia	     
 1 anosognosia	anosognosia	     
 3 another common practice	outro caso vulgar	     
 1 anovulation	anovulação	     
 1 anovulatory	anovulatório	     
 1 anoxemia	anoxemia	     
 1 anoxia	anoxia	     
 4 antacid	antiácido	     
 1 antagonism	antagonismo	     
 1 antagonist	antagonista	     
 1 antalgic	antálgico	     
 1 antebrachial	antebraquial	     
 1 antedeviation	antedesvio	     
 1 anteflexion	anteflexão	     
 1 anteflexion of the uterus	anteflexão do útero	     
 1 antegrade amnesia	amnésia anterógrada	     
 1 ante mortem	ante mortem	     
 1 ante-mortem inspection	inspeção ante-mortem	     
 1 ante partum	ante partum	     
 1 ante-pituitary	ante-hipofisário, ante-hipófise	     
 1 anteposition	anteposição	     
 1 anteposition of the uterus	anteposição do útero	     
 1 anterior and posterior sacral foramina	buracos sagrados anteriores e posteriores	     
 1 anterior horn cell	corno anterior da medula	     
 1 anterior lacerate foramen	buraco lácero anterior	     
 1 anterior pituitary	adeno-hipófise	     
 1 anterograde	anterógrado	     
 1 anteropulsion	anteropulsão	     
 1 anteversion	anteversão	     
 1 anteversion of the uterus	anteversão do útero	     
 1 anthelix	antélice	     
 1 anthelmintic	antelmíntico	     
 1 anthracoid	antracóide	     
 1 anthracosis	antracose	     
 1 anthrax	antraz	     
 1 anthropoid	antropóide	     
 1 anthropology	antropologia	     
 1 anthropometry	antropometria	     
 1 anthropomorphic	antropomorfo	     
 1 anthropophagy	antropofagia	     
 1 antianemic	antianêmico	     
 2 antibacterial	antibacteriano	     
 1 Antibacterial Wound Gel	gel antibacteriano/bactericida para feridas	     
 1 antibiogram	antibiograma	     
 1 antibióticos	antibody	     
 3 antibiotic-resistant	resistente a antibiotico	     
 2 antibiotics	antibióticos	     
 1 antibiotic therapy	antibioterapia	     
 1 antibodies	anti-corpos	     
 2 antibody	anticorpo	     
 1 anticancer	anticanceroso	     
 1 anticholera	anticolérico	     
 1 anticholinergic	anticolinérgico	     
 2 anticoagulant	anticoagulante	     
 1 antidepressant	antidepressor, antidepressivo	     
 1 antidiabetic	antidiabético	     
 1 antidiurethin	antidiuretina	     
 1 antidiuretic	antidiurético	     
 1 antidote	antídoto	     
 1 antiemetic	antiemético	     
 1 antiepileptic drugs (AEDs)	medicações antiepilépticas (MAEs)	     
 1 antifungal	antifúngico	     
 1 antigen Australia	antigênio Austrália	     
 1 antigenic	antigênico	     
 1 antigenicity	antigenicidade	     
 1 antiglobulin	antiglobulina	     
 1 antihelmintic	anti-helmíntico	     
 1 antihistamine	antihistaminico	     
 1 antihistamine	anti-histamínico	     
 1 anti-infective	anti-infeccioso	     
 1 anti inffective	anti-infecção	     
 1 anti-inflammatory	anti-inflamatório	     
 1 anti-leukotrienes	anti-leucotrienos	     
 1 anti-LH-antibody-dye-conjugate	conjugado de corante e anticorpo anti-LH	     
 1 antimalarial	antipalúdico	     
 1 antimetabolite	antimetabolito	     
 1 antimitotic	antimitótico	     
 1 antimycotic	antimicótico	     
 1 antineoplastic	antineoplásico	     
 1 antinuclear antibodies	anticorpos antinucleares	     
 1 antioxidant	antioxidante	     
 1 antiparkinsonian	antiparkinsônico	     
 1 antiperistalism	antiperistaltismo	     
 1 antipernicious	antipernicioso	     
 1 antiphlogistic	antiflogístico	     
 1 antiplasmin	antiplasmina	     
 1 anti-poliomyelitis	antipoliomielítico	     
 1 antipsychotic	antipsicótico	     
 1 antipyretic	antipirético	     
 1 antipyretic	apirético	     
 1 antipyrimid	antipirimídico	     
 1 antirabies	antirrábico	     
 1 antiretroviral	antirretrovírico	     
 1 antirheumatic	antirreumático	     
 1 anti-sense cells	células anti-sentido	     
 1 antisense oligonucleotides (ASOs)	oligonucleotídeos anti-sentido	     
 1 antisepsis	antissepsia	     
 1 antiseptic	antisséptico	     
 1 antiserum	antissoro	     
 1 antispasmodic	antiespasmódico	     
 1 antistreptokinase	antiestreptoquinase	     
 1 antistreptolysin	antiestreptolisina	     
 1 antistreptolysin O (ASO)	antiestreptolisina O (ASLO)	     
 1 anti-sweat	antissudorífico	     
 1 antisyphilitic	antiluético	     
 1 anti-syphilitic	antissifilítico	     
 1 anti-tetanus	antitetânico	     
 1 antithrombin	antitrombina	     
 1 anti-thyroid	antitiroideu	     
 1 antitoxic	antitóxico	     
 1 antitoxin	antitoxina	     
 1 antitrag	antitrago	     
 1 antitrypsin	antitripsina	     
 1 antituberculosis	antituberculoso	     
 1 antitussive	antitússico, antitosse	     
 1 anti-ulcer agents	antiulcerosos	     
 1 antivenomous	antivenenoso	     
 1 antiviral	antiviral	     
 1 antivitamin	antivitamina	     
 1 antivomitive	antivomitivo	     
 1 antixenic	antixênico	     
 1 anti-yellow	antiamarílico	     
 2 Ant other concerns	qualquer outra preocupação	     
 1 antrectomy	antrectomia	     
 1 antroaticotomy	antroaticotomia	     
 1 antroduodenectomy	antroduodenectomia	     
 1 antromastoiditis	antromastoidite	     
 1 antropossociology	antropossociologia	     
 1 antropyloric	antropilórico	     
 1 antrostomy	antrostomia	     
 1 antrotimpanic	antrotimpânico	     
 1 anucleated	anucleado	     
 1 anuria	anúria	     
 1 anuric	anúrico	     
 2 anus	ànus	     
 1 Anxiety	Ansiedade	     
 2 anxiety	ansiedade	     
 1 anxiolytic	ansiolítico	     
 1 anxious	ansioso	     
 2 aorta	aorta	     
 1 aortic arch	arco aórtico	     
 1 aortic bulb	bulbo aórtico	     
 1 aortic knob	botão aórtico	     
 1 aortic tightness	aperto aórtico	     
 1 Aortic Valve	Valvular Aórtica	     
 1 aortography	aortografia	     
 1 aortomyelography	aortomielografia	     
 1 aortotomy	aortotomia	     
 1 apareunia	apareunia	     
 1 apathetic	apático	     
 2 apathy	apatia	     
 1 APD334 exposure	exposição ao/contacto com o APD334	     
 1 aperistalsis	aperistaltismo	     
 1 apert-gallais	apert-gallais	     
 1 apex	ápex	     
 1 apexian	apexiano	     
 1 apgar	apgar	     
 1 aphonia	afonia	     
 1 aphrodisiac	afrodisíaco	     
 1 apical abscess	abcesso apical	     
 1 apical	apical	     
 1 aplasia	aplasia	     
 1 aplastic anemia	anemia aplástica	     
 1 Apnea	Apinéia	     
 3 apnea	apneia	     
 1 Apnea Monitor	Monitor de Apinéia	     
 1 apocrine	apócrina	     
 1 apodia	apodia	     
 1 apogee	apogeu	     
 1 aponeurosis	aponevrose	     
 1 aponeurositis	aponevrosite	     
 1 aponevrectomy	aponevrectomia	     
 1 apophysis	apófise	     
 1 apophysitis	apofisite	     
 1 apoplectic	apopléctico (PT-Pt), apoplético (PT-Br)	     
 1 apoplexy	apoplexia	     
 1 Apoptosis	apoptóse	     
 1 apoptosis	apoptose	     
 3 appendectomy	apendicectomia	     
 2 appendicitis	apendicite	     
 1 appendicular	apendicular	     
 1 appendix	apêndice	     
 1 appetite	apetite, apetência	     
 1 appetite	apetite	     
 1 appliance	aparelho	     
 1 applicant	candidato, requerente, pretendente	     
 1 appointment book	a agenda	     
 1 appointment	consulta médica, apontamento	     
 1 apposition, joining	aposição	     
 1 apprehension	apreensão	     
 1 Approach	abordar, acessar, conduta, abordagem	     
 1 Approaches	abordagens, condutas	     
 1 appropriate departments	serviços idóneos	     
 1 apractognosia	apractognosia	     
 1 apragmatism	apragmatismo	     
 1 apraxia	apraxia	     
 1 apraxic	apráxico	     
 1 aprosexia	aprosexia	     
 1 aptyalism	aptialia	     
 1 apyrexy	apirexia	     
 1 aqueduct	aqueduto	     
 1 aqueous	aquoso	     
 1 arachnid	aracniano	     
 1 arachnodactyly	aracnodactilia	     
 1 arachnoid	aracnoideia	     
 1 arachnoiditis	aracnoidite	     
 1 aralveolar current	aralveolarcorrente	     
 1 arborescent	arborescente	     
 2 arborization block	bloqueio de arborização	     
 1 arbovirosis	arbovirose	     
 1 arbovirus	arbovírus	     
 1 arcade	arcada	     
 1 arc	arc	     
 1 archetype	arquétipo	     
 1 arciform	arciforme	     
 1 arcus senilis	arco senil	     
 1 arenavirus	arenavírus	     
 1 areola	aréola do seio	     
 1 areolar	areolar	     
 1 areola (the circle around the nipple)	a aréola da mama	     
 1 Are you being abused ?	Está sendo maltratada ?	     
 1 arginase	arginase	     
 1 arginine	arginina	     
 1 argininemia, arginase defficiency	argininemia	     
 1 argininuria	argininúria	     
 1 Argyll Robertson	Argyll Robertson	     
 1 argyria	argíria	     
 1 argyric	argírico	     
 1 argyrism	argirismo	     
 1 armamentarium	armamentário	     
 1 arm	braço	     
 1 Arm Injury	Lesão do Membro Superior	     
 2 armpit	axila	     
 1 armpit hair	os pêlos axilares	     
 1 Arneth	Arneth	     
 1 Arnold-Chiari	Arnold-Chiari	     
 1 aromatic	aromático	     
 1 arreflexia	arreflexia	     
 1 arregenerative	arregenerativo	     
 1 arrhythmia	arritmia	     
 1 arrhythmogenic	arritmogênico	     
 1 arriboflavinose	arriboflavinose	     
 1 arsenical	arsenical	     
 1 arsenic	arsenicado, arsênio	     
 1 arsenic	arsenicado	     
 1 arsenicism	arsenicismo	     
 1 arterial	arterial	     
 2 arterial disease	enfermidade das artérias, doença arterial	     
 1 arterial hypertension	hipertensão arterial	     
 1 Arterial Hypertension	Hipertensão Arterial	     
