 1 linearni referentni okvir uzroka i posljedica	linear, cause-and-effect frame of reference	     
 1 ljekovita tvar, sredstvo	agent	     
 1 ljekovit, terapijski	therapeutic	     
 1 lopatica	scapula	     
 1 lumbalna punkcija, punkcija kraljenice	lumbar puncture	     
 1 lumbalna punkcija, punkcija kraljenice	spinal tap	     
 1 majčino mlijeko	breast milk	     
 1 mandibula	mandible, lower jaw	     
 1 mastitis	mastitis	     
 1 MCHC (srednja koncentracija hemoglobina u eritrocitu)	MCHC (mean corpuscular hemoglobin concentration)	     
 1 MCH (srednji sadraj hemoglobina u eritrocitu)	MCH (mean corpuscular hemoglobin)	     
 1 MCV (srednji volumen eritrocita)	MCV (mean corpuscular volume)	     
 1 mediated transport	carrier	     
 1 mediteranska pjegava groznica / kvrzicasti pjegavac	Mediterranean spotted fever	     
 1 Medjunarodna klasifikacija bolesti (MKB)	nternational Classification of Diseases (ICD)	     
 1 meningokokna sepsa	meningococcal sepsis	     
 1 metabolizam, pretvorba	metabolism	     
 1 mijelitis	myelitis; transverse myelitis	     
 1 mikcija, mokrenje	micturition	     
 1 mjehurić	vesicle	     
 1 mjesto prepoznavanja	recognition site	     
 1 modulator	modulator	     
 1 mrtvorođenje	stillbirth	     
 1 nabijene molekule	charged molecules	     
 1 nadbubrezna zlijezda	adrenal gland	     
 1 najmanja koncentracija	minimal concentration	     
 1 najveća koncentracija	maximal concentration	     
 1 najveći učinak	maximum effect	     
 1 nakon obroka, nakon jela	p.c.	     
 1 nakupljanje	accumulation	     
 1 naljepak	plaster	     
 1 narezak	slice	     
 1 neadaptivna pravila	maladaptive rules	     
 1 neintervencijske studije / ispitivanja	non interventional studies	     
 1 nepodudarni lijekovi	incompatible drugs	     
 1 nepodudarnost lijekova	drug incompatibility	     
 1 nepovratni antagonist	irreversible antagonist	     
 1 nepoželjni učinak	unwanted effect	     
 1 nesavladivi antagonizam	unsurmontable antagonism	     
 1 nesuradljiv	noncompliant	     
 1 nesuradljivost	noncompliance	     
 1 neurotransmitor	neurotransmitter	     
 1 nevezani lijek	unbound (free) drug	     
 1 njegovatelj bolesnika u kući	live-in caregiver	     
 1 (NMDA receptor)	NMDA	     
 1 noradrenergični (noradrenalinski)	noradrenergic	     
 1 nosna pregrada	septum	     
 1 nulipara	nullipara	     
 1 nuspojava	side effect	     
 1 nuzdjelovanje	side action	     
 1 obrada (liječenje)	treatment	     
 1 obrađen	treated	     
 1 obrnuti agonist	inverse agonist	     
 1 odjeljak	compartment	     
 1 off phenomenon	on	     
 1 okluzija; začepljenje	occlusion	     
 1 olakšana difuzija	facilitated diffusion	     
 1 opterećen, pod pritiskom napuštanja	fraught with abandonment	     
 1 order kinetics	first	     
 1 order kinetics	zero	     
 1 osjetljivost (na lijek)	sensitivity (to drug)	     
 1 oslikavanje pozitronskom emisijskom tomografijom - PET	PET imaging / Positron Emission Tomography	     
 1 oslobađanje  dietilheksiftalata	release of Di(2-ethylhexyl)phthalate	     
 1 osnovne i napredne usluge održavanja na životu	basic and advanced life support services	     
 1 otapanje (otopiti, otopljen)	dissolution	     
 1 otezano disanje	shortness of breath	     
 1 otpornost na lijek	drug resistance	     
 1 otpusno pismo	hospital discharge letter	     
 1 otpuštanje	release	     
 1 otrovni, toksični učinak	toxic effect	     
 1 otrov, toksin	toxin	     
 1 otvorena (pred porodjaj)	dilated; dilated cervix	     
 1 panični napadi / napadi panike	panic attacks	     
 1 parenteralna	parenteral	     
 1 participacija	co-pay, co-payment	     
 1 pass metabolism	first	     
 1 patronazna sluzba	community/public health nursing	     
 1 pepticki ulkus, pepticki vrijed	peptic ulcer	     
 1 peritonejska dijaliza	peritoneal dialysis	     
 1 perkusija	percussion	     
 1 perkutorni zvuk	percussion sound	     
 1 petehija	petechia (pl. petechiae)	     
 1 Pigtail kateter / kateter tipa Pigtail	pigtail tubing	     
 1 pinocitoza	pynocytosis	     
 1 pismo liječnika	doctors letter	     
 1 pločica	slide	     
 1 pneumokokna upala pluca	pneumococcal pneumonia	     
 1 početak automatske detekcije ruba	auto edge detection start	     
 1 podnošljivost lijeka, tolerancija na lijek	drug tolerance	     
 1 podosjetljivost	subsensitivity (hyposensitivity)	     
 1 pohrana	storage	     
 1 pomoćno liječenje	adjuvant therapy	     
 1 popucale kapilare	burst capillaries	     
 1 poslučajenje (odabir slučajem)	randomization	     
 1 poslučajen (odabran slučajno)	randomized	     
 1 poslučajiti (slučajno odabrati)	randomize (to)	     
 1 posrednik	mediator	     
 1 postsinaptični	postsynaptic	     
 1 potencijacija	potentiation	     
 1 potentan	potent	     
 1 potentnost lijeka	drug potency	     
 1 poteškoće s načinom razmišljanja obiteljskih sustava	difficulties with family systems thinking	     
 1 potkožna p.	subcutaneous(subdermal)	     
 1 potporno liječenje,suportivna terapija	supportive therapy	     
 1 potpuni agonist	full agonist	     
 1 povratna veza	feed back	     
 1 povratni antagonist	reversible antagonist	     
 1 povratni (odskočni)	rebound	     
 1 povrat	reuptake	     
 1 površina ispod krivulje (PIK)	area under the curve (AUC)	     
 1 prebrzo lijepljenje etikete neprijateljstva	quick to label hostility	     
 1 predhodnik	precursor	     
 1 predlijek	prodrug	     
 1 predobrada	pretreatment	     
 1 predobrađen	pretreated	     
 1 predoziranje	overdosage	     
 1 preosjetljivost	supersensitivity (hypersensitivity)	     
 1 presinaptični	presynaptic	     
 1 presinaptični (živčani) završetak	presynaptic (nerve) ending	     
 1 pretilost	adiposity	     
 1 pretilost	obesity	     
 1 preventivno liječenje, preventivna terapija	preventive therapy	     
 1 pričuvni receptori	spare receptors	     
 1 prijenosnik	carrier	     
 1 prijenosnik	transporter	     
 1 primjena lijeka	drug administration	     
 1 prinudna zloraba	compulsive abuse	     
 1 pripravak s produženim otpuštanjem	sustained (slow) release preparation	     
 1 (prividni) volumen (obujam) raspodjele	(apparent) volume of distribution	     
 1 promet	turnover	     
 1 protrombinsko vrijeme	prothrombin time	     
 1 protulijek, antidot	antidote	     
 1 protuotrov, antitoksin	antitoxin	     
 1 protuprijenosnik	antiporter	     
 1 psihička žudnja	psychic craving	     
 1 psihološka ovisnost	psychologic, psychological (psychic) dependence	     
 1 rameni obruc	shoulder girdle	     
 1 raspodjela (raspodijeliti, raspodijeljen)	distribution	     
 1 ravnoteža (dinamička)	steady state	     
 1 razmaz periferne krvi	peripheral blood smear; peripheral blood film	     
 1 RDW (raspodjela eritrocita po volumenu)	RDW (Red cell Distribution Width)	     
 1 reapsorpcija	reabsorption	     
 1 receptor	receptor	     
 1 refleks uspravljanja	righting reflex	     
 1 refluksni ezofagitis	Gastroesophageal Reflux Disorder	     
 1 refluksni ezofagitis	reflux esophagitis	     
 1 regulation	down	     
 1 regulation	up	     
 1 rektalna p.	rectal	     
 1 rotatorna manzeta ramena	rotator cuff	     
 1 RR varijabilnost	R-R variability	     
 1 sakroilijakalni	sacroiliac	     
 1 savladivi antagonizam	surmontable antagonism	     
 1 sekundarni učinak	ripple effect	     
 1 serotoninergični (serotoninski)	serotoninergic	     
 1 sinapsa	synapse	     
 1 sinaptična pukotina	synaptic gap	     
 1 sindrom iritabilnog crijeva	irritable bowel syndrome	     
 1 sindrom ustezanja	abstinence syndrome	     
 1 sinergizam (sinergistični)	synergism	     
 1 škodljiv, toksičan	toxic	     
 1 slikovna dijagnostika	imaging diagnostics	     
 1 slučajno, poslučajno	random (at)	     
 1 slusni zivac	acoustic nerve	     
 1 smanjivanje osjetljivosti	desensitisation	     
 1 specifičnost lijeka	drug specificity	     
 1 sredisnji zivcani sustav	CNS	     
 1 srednja djelotvorna doza	median effective dose	     
 1 srodni lijek	congener drug	     
 1 srpasta anemija	sickle-cell anemia	     
 1 stenoza	stenosis	     
 1 štetni učinak	adverse effect	     
 1 stroj za izvantjelesni krvotok	heart-lung machine	     
 1 stvaranje, formiranje hrskavice	chondrification	     
 1 sumacija, zbrajanje	drug summation (addition)	     
 1 sumacijski, zbrojni učinak	additive effect	     
 1 sunazočnost	colocalisation (coexistence)	     
 1 suprijenosnik	sinporter	     
 1 suprijenos	sinport	     
 1 svakodnevni život unaprijeđen (obogaćen) osobnim razvojem i razvojem odnosa	Self- and relational development-enhanced daily living	     
 1 time	half	     
 1 toksičnost, škodljivost	toxicity	     
 1 toksikologija	toxicology	     
 1 topikalna (lokalna) primjena	topical (local)	     
 1 transmitter	co	     
 1 transport	co	     
 1 transporter	co	     
 1 trbusna supljina	abdominal cavity	     
 1 učinak	effect	     
 1 učvršćivanje	reinforcement	     
 1 ugradnja kohlearnog implantata, kohlearna implantacija, ugradnja umjetne punice	placement of cochlear implant	     
 1 uklanjanje lijeka	drug elimination	     
 1 uklještenje komadića	patch clamp	     
 1 uklještenje napona (voltaže)	voltage clamp	     
 1 unos	uptake	     
 1 unutrašnja aktivnost (djelotvornost)	intrinsic activity	     
 1 u obliku kreme ili tablete	in cream or pill form	     
 1 upala	inflammation	     
 1 upala rodnice; vaginitis; colpitis	vaginitis	     
 1 u ranoj dojenackoj dobi	in early infancy	     
 1 urtikarija, osip, koprivnjaca	nettlerash	     
 1 urtikarija, osip, koprivnjaca,oarica	hives, wheals, urticaria	     
 1 usredotočenost na cijeli sustav	system-wide focus	     
 1 ustezanje lijeka	drug withdrawal	     
 1 vaginalna kandidoza; kandidijaza; vaginalna monilijaza; infekcija rodnice Candidom	monilial vaginitis	     
 1 vaginalna kandidoza; kandidijaza; vaginalna monilijaza; infekcija rodnice Candidom	vaginal candidiasis	     
 1 vaginalna kandidoza; kandidijaza; vaginalna monilijaza; infekcija rodnice Candidom	vaginal yeast infection	     
 1 vezani lijek	bound drug	     
 1 vezanje ( vezati, vezan )	binding	     
 1 vezivno tkivo	connective tissue	     
 1 vizita, ici u vizitu	rounds, to make the rounds	     
 1 vodotopljivost	hydrosolubility	     
 1 vratarenje	gating	     
 1 vršna koncentracija	peak concentration	     
 1 vršni učinak	ceiling effect	     
 1 za popunjavanje nedostataka kostiju	for filling of bone defects / bone regeneration	     
 1 zasićenje	saturation	     
 1 zaštita / zaštitni prekidač žarne niti tiratrona	deQing thyratron filament breaker	     
 1 zatvarati se i odbaciti poticaje	shutting down and shutting out stimuli	     
 1 zatvarati se i odbaciti poticaje	utting down and shutting out stimuli	     
 1 zauzeće (teorija zauzeća)	occupancy (occupancy theory)	     
 1 zelucani sokovi	gastric juices	     
 1 zglobni	articular	     
 1 zivcana vlakna	nerve fibers	     
 1 živčano	neuromuscular junction	     
 1 zloraba lijeka (zlorabiti, zlorabljen)	drug misuse (abuse)	     
